"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2022-10-11 a las 16:41:19 (tiempo del centro de Mexico)."
"Sismicidad del 1900-10-01 al 2022-10-11, mag. 6.0 a 9.9, todas las profundidades, en todo el pais."
"Total: 314 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
1990-12-31,18:06:36,6.2,18.54,-105.77,10.0,"149 km al SUROESTE de CIHUATLAN, JAL",1991-01-01,00:06:36,revisado
1991-06-21,18:30:26,6.1,23.99,-108.49,10.0,"117 km al SUROESTE de NAVOLATO, SIN",1991-06-22,00:30:26,revisado
1993-05-14,21:11:56,6.0,16.47,-98.72,15.0,"41 km al SUROESTE de OMETEPEC, GRO",1993-05-15,03:11:56,revisado
1993-09-03,06:35:05,6.7,14.643,-92.804,47.0,"65 km al SUROESTE de TAPACHULA, CHIS",1993-09-03,12:35:05,revisado
1993-09-10,13:12:57,7.2,14.8,-92.687,34.0,"44 km al SUROESTE de HUIXTLA, CHIS",1993-09-10,19:12:57,revisado
1993-09-19,08:10:56,6.3,13.99,-93.43,5.0,"157 km al SUROESTE de CD HIDALGO, CHIS",1993-09-19,14:10:56,revisado
1993-09-30,12:27:49,6.4,14.78,-95.01,13.0,"156 km al SUR de SALINA CRUZ, OAX",1993-09-30,18:27:49,revisado
1993-10-24,01:52:19,6.6,16.767,-98.767,30.0,"40 km al OESTE de OMETEPEC, GRO",1993-10-24,07:52:19,revisado
1994-03-14,14:51:26,6.8,15.984,-92.432,160.0,"42 km al SURESTE de VENUSTIANO CARRANZA, CHIS",1994-03-14,20:51:26,revisado
1994-07-04,15:36:43,6.1,14.83,-97.31,19.0,"117 km al SUR de PUERTO ESCONDIDO, OAX",1994-07-04,21:36:43,revisado
1994-12-10,10:17:40,6.6,17.98,-101.52,53.0,"37 km al NORTE de ZIHUATANEJO, GRO",1994-12-10,16:17:40,revisado
1995-06-14,05:11:50,6.5,12.167,-88.372,27.0,"494 km al SURESTE de CD HIDALGO, CHIS",1995-06-14,11:11:50,revisado
1995-06-30,05:58:56,6.3,24.62,-110.26,10.0,"53 km al NORTE de LA PAZ, BCS",1995-06-30,11:58:56,revisado
1995-08-28,04:46:12,6.5,26.16,-110.35,10.0,"101 km al ESTE de LORETO, BCS",1995-08-28,10:46:12,revisado
1995-09-14,08:04:33,7.3,16.752,-98.667,21.0,"29 km al NOROESTE de OMETEPEC, GRO",1995-09-14,14:04:33,revisado
1995-10-09,09:35:54,8.0,18.993,-104.245,25.0,"10 km al SURESTE de MANZANILLO, COL",1995-10-09,15:35:54,revisado
1995-10-12,10:53:04,6.1,19.04,-103.7,11.0,"21 km al SURESTE de COQUIMATLAN, COL",1995-10-12,16:53:04,revisado
1995-10-20,20:38:58,7.1,16.811,-93.474,160.0,"12 km al NOROESTE de OCOZOCOAUTLA, CHIS",1995-10-21,02:38:58,revisado
1995-12-11,08:09:24,6.2,18.96,-105.63,16.0,"116 km al SUROESTE de CIHUATLAN, JAL",1995-12-11,14:09:24,revisado
1995-12-11,13:44:10,6.0,18.73,-105.74,21.0,"136 km al SUROESTE de CIHUATLAN, JAL",1995-12-11,19:44:10,revisado
1996-02-24,21:08:19,7.1,15.88,-97.98,15.0,"52 km al SUR de PINOTEPA NACIONAL, OAX",1996-02-25,03:08:19,revisado
1996-03-19,11:12:39,6.0,15.49,-97.55,15.0,"59 km al SUR de RIO GRANDE, OAX",1996-03-19,17:12:39,revisado
1996-07-15,16:23:34,6.6,17.5,-101.12,22.0,"17 km al ESTE de PETATLAN, GRO",1996-07-15,21:23:34,revisado
1997-01-11,14:28:26,7.1,18.34,-102.58,40.0,"43 km al NOROESTE de LA MIRA, MICH",1997-01-11,20:28:26,revisado
1997-05-01,06:37:36,6.9,18.96,-107.15,15.0,"272 km al SUROESTE de PUERTO VALLARTA, JAL",1997-05-01,11:37:36,revisado
1997-05-22,02:50:55,6.0,18.41,-101.81,59.0,"61 km al NORESTE de LAS GUACAMAYAS, MICH",1997-05-22,07:50:55,revisado
1997-07-19,09:22:09,6.7,15.86,-98.26,15.0,"58 km al SUROESTE de PINOTEPA NACIONAL, OAX",1997-07-19,14:22:09,revisado
1997-12-16,05:48:29,6.0,15.7,-99.04,16.0,"127 km al SURESTE de SAN MARCOS, GRO",1997-12-16,11:48:29,revisado
1997-12-18,09:02:13,6.1,14.67,-89.74,152.0,"260 km al ESTE de CD HIDALGO, CHIS",1997-12-18,15:02:13,revisado
1997-12-22,04:03:53,6.1,13.99,-90.85,81.0,"160 km al SURESTE de CD HIDALGO, CHIS",1997-12-22,10:03:53,revisado
1998-01-10,02:20:06,6.6,14.37,-91.93,55.0,"42 km al SURESTE de CD HIDALGO, CHIS",1998-01-10,08:20:06,revisado
1998-02-02,21:02:01,6.4,15.69,-96.37,33.0,"12 km al SURESTE de S PEDRO POCHUTLA, OAX",1998-02-03,03:02:01,revisado
1998-03-02,20:24:42,6.7,13.73,-91.93,16.0,"108 km al SUR de CD HIDALGO, CHIS",1998-03-03,02:24:42,revisado
1998-05-10,01:06:00,6.4,13.78,-90.83,15.0,"174 km al SURESTE de CD HIDALGO, CHIS",1998-05-10,06:06:00,revisado
1998-06-07,18:20:16,6.2,15.82,-94.07,16.0,"45 km al SUROESTE de TONALA, CHIS",1998-06-07,23:20:16,revisado
1999-05-08,17:12:41,6.4,13.59,-92.14,50.0,"120 km al SUR de CD HIDALGO, CHIS",1999-05-08,22:12:41,revisado
1999-06-15,15:42:04,7.0,18.133,-97.539,63.0,"29 km al SUROESTE de S GABRIEL CHILAC, PUE",1999-06-15,20:42:04,revisado
1999-06-21,12:43:05,6.2,17.99,-101.72,54.0,"42 km al NOROESTE de ZIHUATANEJO, GRO",1999-06-21,17:43:05,revisado
1999-09-30,11:31:13,7.4,16.056,-97.004,39.0,"22 km al NORESTE de PUERTO ESCONDIDO, OAX",1999-09-30,16:31:13,revisado
1999-12-12,11:57:31,6.0,14.54,-91.61,136.0,"60 km al ESTE de CD HIDALGO, CHIS",1999-12-12,17:57:31,revisado
1999-12-28,23:19:46,6.1,18.02,-101.68,82.0,"44 km al NOROESTE de ZIHUATANEJO, GRO",1999-12-29,05:19:46,revisado
2000-07-21,01:13:39,6.0,18.09,-98.97,48.0,"45 km al SUROESTE de CHIAUTLA DE TAPIA, PUE",2000-07-21,06:13:39,revisado
2000-08-09,06:41:47,7.0,17.99,-102.66,16.0,"35 km al OESTE de LA MIRA, MICH",2000-08-09,11:41:47,revisado
2000-12-03,22:42:11,6.0,14.27,-94.09,7.0,"183 km al SUROESTE de MAPASTEPEC, CHIS",2000-12-04,04:42:11,revisado
2001-01-08,19:46:14,6.1,15.34,-93.24,66.0,"38 km al SUR de PIJIJIAPAN, CHIS",2001-01-09,01:46:14,revisado
2001-01-18,19:12:53,6.3,15.1,-93.03,108.0,"41 km al SUROESTE de MAPASTEPEC, CHIS",2001-01-19,01:12:53,revisado
2001-04-29,15:26:56,6.2,18.51,-104.71,10.0,"73 km al SUROESTE de MANZANILLO, COL",2001-04-29,21:26:56,revisado
2001-05-19,23:21:37,6.5,18.64,-105.12,12.0,"88 km al SUROESTE de CIHUATLAN, JAL",2001-05-20,04:21:37,revisado
2001-10-07,21:39:19,6.1,16.94,-100.14,4.0,"9 km al SUROESTE de COYUCA DE BENITEZ, GRO",2001-10-08,03:39:19,revisado
2001-11-28,08:32:36,6.4,15.41,-93.64,36.0,"55 km al SUROESTE de PIJIJIAPAN, CHIS",2001-11-28,14:32:36,revisado
2002-01-16,17:09:55,6.7,15.43,-93.55,76.0,"46 km al SUROESTE de PIJIJIAPAN, CHIS",2002-01-16,23:09:55,revisado
2002-04-18,00:02:45,6.5,16.77,-101.12,22.0,"72 km al SUROESTE de TECPAN, GRO",2002-04-18,05:02:45,revisado
2002-04-18,12:57:19,6.0,16.66,-101.89,12.0,"115 km al SUROESTE de ZIHUATANEJO, GRO",2002-04-18,17:57:19,revisado
2002-10-03,11:08:28,6.2,23.22,-108.73,35.0,"102 km al ESTE de SAN JOSE DEL CABO, BCS",2002-10-03,16:08:28,revisado
2003-01-20,20:46:54,6.8,13.36,-91.64,17.0,"156 km al SURESTE de CD HIDALGO, CHIS",2003-01-21,02:46:54,revisado
2003-01-21,20:06:34,7.6,18.6,-104.22,9.0,"46 km al SUROESTE de CD DE ARMERIA, COL",2003-01-22,02:06:34,revisado
2003-03-12,17:41:42,6.5,26.51,-110.04,12.0,"53 km al SUROESTE de HUATABAMPO, SON",2003-03-12,23:41:42,revisado
2003-05-19,11:27:11,6.2,17.72,-105.7,10.0,"206 km al SUROESTE de CIHUATLAN, JAL",2003-05-19,16:27:11,revisado
2004-01-01,17:31:49,6.3,17.34,-101.42,6.0,"27 km al SUROESTE de PETATLAN, GRO",2004-01-01,23:31:49,revisado
2004-06-14,17:54:21,6.4,16.22,-98.16,10.0,"18 km al SUROESTE de PINOTEPA NACIONAL, OAX",2004-06-14,22:54:21,revisado
2004-11-20,16:01:46,6.0,13.29,-90.24,58.0,"257 km al SURESTE de CD HIDALGO, CHIS",2004-11-20,22:01:46,revisado
2006-01-04,02:32:37,6.6,28.38,-112.51,15.0,"113 km al SUROESTE de M ALEMAN(LA DOCE), SON",2006-01-04,08:32:37,revisado
2007-07-05,20:09:21,6.2,16.32,-94.02,94.0,"16 km al NOROESTE de ARRIAGA , CHIS",2007-07-06,01:09:21,revisado
2007-09-01,14:14:20,6.3,24.91,-109.97,2.0,"92 km al NORESTE de LA PAZ, BCS",2007-09-01,19:14:20,revisado
2008-09-23,21:33:04,6.4,17.64,-105.61,16.0,"208 km al SUROESTE de MANZANILLO, COL",2008-09-24,02:33:04,revisado
2008-10-16,14:41:25,6.6,14.05,-92.86,23.0,"103 km al SUROESTE de CD HIDALGO, CHIS",2008-10-16,19:41:25,revisado
2009-08-03,12:59:56,6.5,28.85,-112.74,10.0,"123 km al OESTE de M ALEMAN(LA DOCE), SON",2009-08-03,17:59:56,revisado
2010-04-04,17:40:42,7.2,32.47,-115.37,10.0,"23 km al SURESTE de MEXICALI, BC",2010-04-04,22:40:42,revisado
2010-06-30,02:22:27,6.0,16.24,-97.99,4.0,"13 km al SURESTE de PINOTEPA NACIONAL, OAX",2010-06-30,07:22:27,revisado
2010-08-23,21:11:55,6.1,18.44,-107.27,14.0,"299 km al SUROESTE de CIHUATLAN, JAL",2010-08-24,02:11:55,revisado
2010-10-21,12:53:11,6.5,24.65,-109.41,8.0,"107 km al NORESTE de LA PAZ, BCS",2010-10-21,17:53:11,revisado
2011-02-25,07:07:28,6.0,17.69,-95.21,135.0,"34 km al SUROESTE de SAYULA DE ALEMAN, VER",2011-02-25,13:07:28,revisado
2011-04-07,08:11:22,6.7,17.22,-94.32,171.0,"80 km al SUROESTE de LAS CHOAPAS, VER",2011-04-07,13:11:22,revisado
2011-11-01,06:31:58,6.0,19.73,-109.3,16.0,"355 km al SUR de CABO SAN LUCAS, BCS",2011-11-01,12:31:58,revisado
2011-11-01,06:31:58,6.0,19.74,-109.31,15.0,"354 km al SUR de CABO SAN LUCAS, BCS",2011-11-01,12:31:58,revisado
2011-12-10,19:47:25,6.5,17.84,-99.96,54.0,"50 km al NOROESTE de ZUMPANGO DEL RIO, GRO",2011-12-11,01:47:25,revisado
2012-01-21,12:47:13,6.0,14.7043,-93.2882,16.1,"92 km al SUROESTE de MAPASTEPEC, CHIS",2012-01-21,18:47:13,revisado
2012-03-20,12:02:48,7.5,16.264,-98.457,18.0,"46 km al SUR de OMETEPEC, GRO",2012-03-20,18:02:48,revisado
2012-04-02,12:36:43,6.0,16.2948,-98.544,12.0,"45 km al SUROESTE de OMETEPEC, GRO",2012-04-02,17:36:43,revisado
2012-04-11,17:55:10,6.4,17.9217,-103.068,20.0,"79 km al OESTE de LA MIRA, MICH",2012-04-11,22:55:10,revisado
2012-04-12,02:05:59,6.0,28.7955,-113.414,15.0,"112 km al NORESTE de GUERRERO NEGRO, BCS",2012-04-12,07:05:59,revisado
2012-04-12,02:15:46,6.8,28.8278,-113.164,5.0,"130 km al NORESTE de GUERRERO NEGRO, BCS",2012-04-12,07:15:46,revisado
2012-05-01,17:43:36,6.1,14.4265,-93.2253,12.0,"113 km al SUROESTE de HUIXTLA, CHIS",2012-05-01,22:43:36,revisado
2012-09-25,18:45:25,6.0,24.777,-110.234,11.2,"71 km al NORTE de LA PAZ, BCS",2012-09-25,23:45:25,revisado
2012-11-07,10:35:50,7.3,14.0272,-92.3155,17.1,"74 km al SUR de CD HIDALGO, CHIS",2012-11-07,16:35:50,revisado
2012-11-11,16:14:57,6.2,13.8108,-92.5032,6.6,"103 km al SUROESTE de CD HIDALGO, CHIS",2012-11-11,22:14:57,revisado
2012-11-15,03:20:22,6.1,18.1832,-100.529,45.4,"24 km al SURESTE de CD ALTAMIRANO, GRO",2012-11-15,09:20:22,revisado
2012-12-14,04:36:04,6.4,31.1935,-119.415,15.9,"257 km al SUROESTE de PLAYAS DE ROSARITO, BC",2012-12-14,10:36:04,revisado
2013-03-25,17:02:13,6.1,14.383,-90.788,197.0,"150 km al ESTE de CD HIDALGO, CHIS",2013-03-25,23:02:13,revisado
2013-08-21,07:38:29,6.0,16.7527,-99.5812,5.0,"21 km al OESTE de SAN MARCOS, GRO",2013-08-21,12:38:29,revisado
2013-09-06,19:13:28,6.0,14.3368,-92.2562,69.7,"39 km al SUROESTE de CD HIDALGO, CHIS",2013-09-07,00:13:28,revisado
2013-10-19,12:54:55,6.3,26.0867,-110.461,14.1,"89 km al ESTE de LORETO, BCS",2013-10-19,17:54:55,revisado
2014-04-18,09:27:21,7.2,17.011,-101.46,18.0,"61 km al SUROESTE de PETATLAN, GRO",2014-04-18,14:27:21,revisado
2014-05-08,12:00:14,6.5,16.986,-100.916,10.0,"40 km al SUROESTE de TECPAN, GRO",2014-05-08,17:00:14,revisado
2014-05-10,02:36:00,6.1,17.036,-100.893,10.0,"35 km al SUROESTE de TECPAN, GRO",2014-05-10,07:36:00,revisado
2014-05-31,06:53:49,6.2,18.9967,-107.33,10.0,"283 km al SUROESTE de PUERTO VALLARTA, JAL",2014-05-31,11:53:49,revisado
2014-07-07,06:23:59,6.9,14.6502,-92.5572,56.7,"43 km al SUROESTE de TAPACHULA, CHIS",2014-07-07,11:23:59,revisado
2014-07-29,05:46:15,6.4,17.6988,-95.6373,117.2,"38 km al SUROESTE de ISLA, VER",2014-07-29,10:46:15,revisado
2014-10-07,21:40:49,6.1,23.6963,-108.755,10.0,"120 km al NORESTE de SAN JOSE DEL CABO, BCS",2014-10-08,02:40:49,revisado
2014-12-07,15:16:35,6.1,13.6777,-91.4385,32.0,"135 km al SURESTE de CD HIDALGO, CHIS",2014-12-07,21:16:35,revisado
2015-02-22,08:23:13,6.2,18.643,-106.955,16.0,"260 km al SUROESTE de CIHUATLAN, JAL",2015-02-22,14:23:13,revisado
2015-09-13,03:14:09,6.6,25.0352,-109.533,8.2,"100 km al SUROESTE de LOS MOCHIS, SIN",2015-09-13,08:14:09,revisado
2015-12-17,13:49:54,6.6,15.7558,-93.7005,91.4,"37 km al SUR de TONALA, CHIS",2015-12-17,19:49:54,revisado
2016-01-21,12:06:58,6.5,18.8158,-106.977,10.0,"258 km al OESTE de CIHUATLAN, JAL",2016-01-21,18:06:58,revisado
2016-04-15,09:11:24,6.1,13.2542,-92.458,12.0,"161 km al SUR de CD HIDALGO, CHIS",2016-04-15,14:11:24,revisado
2016-04-25,02:07:12,6.0,14.535,-93.2128,10.4,"104 km al SUROESTE de HUIXTLA, CHIS",2016-04-25,07:07:12,revisado
2016-04-27,07:51:18,6.0,14.2902,-93.3883,20.0,"137 km al SUROESTE de HUIXTLA, CHIS",2016-04-27,12:51:18,revisado
2016-04-28,20:33:39,6.6,10.271,-103.715,10.0,"837 km al SUROESTE de TECPAN, GRO",2016-04-29,01:33:39,revisado
2016-05-08,02:33:59,6.0,16.323,-97.8773,7.4,"19 km al ESTE de PINOTEPA NACIONAL, OAX",2016-05-08,07:33:59,revisado
2016-06-07,05:51:36,6.1,18.2838,-105.306,8.7,"131 km al SUROESTE de CIHUATLAN, JAL",2016-06-07,10:51:36,revisado
2017-06-14,02:29:04,6.9,14.7282,-92.3167,107.1,"19 km al NOROESTE de CD HIDALGO, CHIS",2017-06-14,07:29:04,revisado
2017-09-07,23:49:17,8.2,14.761,-94.103,45.9,"140 km al SUROESTE de PIJIJIAPAN, CHIS",2017-09-08,04:49:17,revisado
2017-09-19,13:14:39,7.1,18.3297,-98.6712,51.2,"8 km al NOROESTE de CHIAUTLA DE TAPIA, PUE",2017-09-19,18:14:39,revisado
2017-09-23,07:53:01,6.1,16.496,-95.146,10.0,"9 km al SUROESTE de CD IXTEPEC, OAX",2017-09-23,12:53:01,revisado
2018-01-19,10:17:45,6.3,26.6672,-111.079,16.1,"77 km al NORESTE de LORETO, BCS",2018-01-19,16:17:45,revisado
2018-02-16,17:39:39,7.2,16.218,-98.0135,16.0,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-16,23:39:39,revisado
2018-02-19,00:56:58,6.0,16.2477,-97.775,10.2,"31 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-19,06:56:58,revisado
2019-02-01,10:14:12,6.5,14.5818,-92.4807,76.2,"37 km al SUROESTE de CD HIDALGO, CHIS",2019-02-01,16:14:12,revisado
2019-11-19,22:27:06,6.4,13.7792,-93.3382,9.4,"162 km al SUROESTE de CD HIDALGO, CHIS",2019-11-20,04:27:06,revisado
2020-01-04,22:40:49,6.0,16.2527,-94.6173,80.8,"33 km al SURESTE de UNION HIDALGO, OAX",2020-01-05,04:40:49,revisado
2020-05-22,03:46:06,6.2,22.348,-108.011,5.0,"191 km al SUROESTE de MAZATLAN, SIN",2020-05-22,08:46:06,revisado
2020-06-23,10:29:03,7.4,15.8033,-96.1337,22.8,"4 km al NORTE de CRUCECITA, OAX",2020-06-23,15:29:03,revisado
2021-09-07,20:47:46,7.1,16.7553,-99.9533,15.0,"14 km al SUROESTE de ACAPULCO, GRO",2021-09-08,01:47:46,revisado
2021-12-22,17:22:57,6.0,18.7157,-107.161,10.0,"279 km al OESTE de CIHUATLAN, JAL",2021-12-22,23:22:57,revisado
2022-02-16,01:12:23,6.2,13.837,-91.573,62.0,"112 km al SURESTE de CD HIDALGO, CHIS",2022-02-16,07:12:23,revisado
2022-09-19,13:05:09,7.7,18.22,-103.29,15.0,"63 km al SUR de COALCOMAN, MICH ",2022-09-19,18:05:09,verificado
2022-09-22,01:16:09,6.9,18.01,-103.18,12.0,"84 km al SUR de COALCOMAN, MICH ",2022-09-22,06:16:09,verificado
"Fecha y hora local en tiempo del centro de Mexico. Coordenadas geograficas (latitud y longitud) del epicentro en grados decimales. Profundidad en kilometros."
"La localizacion es solo una referencia a una localidad importante en cuanto a numero de habitantes y cercana al epicentro."
"Los registros con estatus verificado son los calculados y publicados de manera oportuna por al menos un analista de sismogramas."
"Los registros obtienen estatus revisado cuando se realiza un analisis, de ser posible, con mas y mejores datos para el calculo de parametros y cuyo tiempo de publicacion es variable."
"Esta informacion puede ser reproducida con fines no lucrativos siempre y cuando se mencione como fuente al Servicio Sismologico Nacional. De otra forma, requiere permiso previo por escrito de la institucion."
"Consulta nuestro Aviso Legal y Terminos de Uso en: www.ssn.unam.mx/aviso-legal"
"www.ssn.unam.mx | contacto@sismologico.unam.mx | 5622 2222 ext. 38706 (reportes de sismicidad), 38700 y 38701 (area administrativa)."
