"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2022-10-11 a las 16:21:13 (tiempo del centro de Mexico)."
"Sismicidad del 1900-10-01 al 2022-10-11, mag. 5.0 a 9.9, todas las profundidades, en todo el pais."
"Total: 1774 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
1984-10-05,03:48:44,5.5,20.1,-116.01,9.0,"702 km al SUROESTE de CABO SAN LUCAS, BCS",1984-10-05,09:48:44,revisado
1984-10-09,17:02:28,5.2,24.89,-109.01,9.0,"93 km al SUROESTE de GUASAVE, SIN",1984-10-09,23:02:28,revisado
1984-10-25,02:15:45,5.1,26.22,-110.29,9.0,"93 km al SUROESTE de HUATABAMPO, SON",1984-10-25,08:15:45,revisado
1984-10-25,02:18:12,5.2,26.18,-110.28,9.0,"96 km al SUROESTE de HUATABAMPO, SON",1984-10-25,08:18:12,revisado
1984-10-25,22:02:13,5.0,13.06,-88.6,56.0,"423 km al SURESTE de CD HIDALGO, CHIS",1984-10-26,04:02:13,revisado
1984-11-25,19:12:33,5.2,20.24,-115.89,9.0,"684 km al SUROESTE de CABO SAN LUCAS, BCS",1984-11-26,01:12:33,revisado
1984-11-30,08:14:56,5.4,15.97,-98.35,9.0,"52 km al SUROESTE de PINOTEPA NACIONAL, OAX",1984-11-30,14:14:56,revisado
1984-12-02,00:09:44,6.2,20.36,-115.76,9.0,"666 km al SUROESTE de CD CONSTITUCION, BCS",1984-12-02,06:09:44,revisado
1984-12-09,21:31:56,5.0,20.17,-115.99,9.0,"697 km al SUROESTE de CABO SAN LUCAS, BCS",1984-12-10,03:31:56,revisado
1984-12-13,02:10:06,5.4,15.65,-96.65,15.0,"22 km al SUROESTE de S PEDRO POCHUTLA, OAX",1984-12-13,08:10:06,revisado
1984-12-19,02:49:59,5.6,15.59,-94.26,60.0,"77 km al SUROESTE de TONALA, CHIS",1984-12-19,08:49:59,revisado
1985-01-15,06:00:13,5.1,16.65,-98.0,112.0,"35 km al NORTE de PINOTEPA NACIONAL, OAX",1985-01-15,12:00:13,revisado
1985-01-25,00:45:43,5.2,19.65,-108.95,9.0,"372 km al SURESTE de CABO SAN LUCAS, BCS",1985-01-25,06:45:43,revisado
1985-02-10,10:35:49,5.1,16.28,-94.97,70.0,"18 km al SURESTE de JUCHITAN DE ZARAGOZA, OAX",1985-02-10,16:35:49,revisado
1985-02-10,15:37:41,5.0,18.24,-103.16,26.0,"59 km al SUR de COALCOMAN, MICH",1985-02-10,21:37:41,revisado
1985-02-10,18:13:52,5.2,16.24,-95.1,74.0,"12 km al NORESTE de SALINA CRUZ, OAX",1985-02-11,00:13:52,revisado
1985-03-04,16:11:20,5.0,15.68,-92.88,100.0,"26 km al NORTE de MAPASTEPEC, CHIS",1985-03-04,22:11:20,revisado
1985-03-10,13:33:13,5.2,13.45,-89.03,77.0,"363 km al SURESTE de CD HIDALGO, CHIS",1985-03-10,19:33:13,revisado
1985-04-04,07:57:28,5.1,14.43,-92.6,33.0,"56 km al SUROESTE de CD HIDALGO, CHIS",1985-04-04,13:57:28,revisado
1985-04-04,17:52:30,5.0,13.16,-91.77,33.0,"173 km al SUR de CD HIDALGO, CHIS",1985-04-04,23:52:30,revisado
1985-05-08,17:40:18,5.1,31.77,-115.82,6.0,"71 km al ESTE de RODOLFO SANCHEZ T(MRO), BC",1985-05-08,23:40:18,revisado
1985-05-28,13:27:36,5.2,18.94,-102.98,15.0,"26 km al NORESTE de COALCOMAN, MICH",1985-05-28,19:27:36,revisado
1985-06-02,00:37:41,5.0,14.6,-92.43,33.0,"31 km al SUROESTE de CD HIDALGO, CHIS",1985-06-02,06:37:41,revisado
1985-06-12,05:03:08,5.6,15.98,-94.18,33.0,"41 km al SUROESTE de ARRIAGA , CHIS",1985-06-12,11:03:08,revisado
1985-07-04,02:51:34,5.1,17.38,-97.07,70.0,"44 km al NOROESTE de STA MARIA ATZOMPA, OAX",1985-07-04,08:51:34,revisado
1985-07-05,01:20:11,5.3,17.23,-94.46,120.0,"73 km al NORESTE de MATIAS ROMERO, OAX",1985-07-05,07:20:11,revisado
1985-07-08,04:33:22,5.4,18.9,-108.47,9.0,"389 km al SUROESTE de PUERTO VALLARTA, JAL",1985-07-08,10:33:22,revisado
1985-07-29,05:35:53,5.3,17.68,-94.75,70.0,"31 km al SURESTE de SAYULA DE ALEMAN, VER",1985-07-29,11:35:53,revisado
1985-07-30,15:51:35,5.1,13.28,-89.14,79.0,"360 km al SURESTE de CD HIDALGO, CHIS",1985-07-30,21:51:35,revisado
1985-08-24,14:27:13,5.2,21.75,-108.42,9.0,"197 km al SURESTE de SAN JOSE DEL CABO, BCS",1985-08-24,20:27:13,revisado
1985-09-15,01:57:53,5.9,17.75,-97.28,56.0,"16 km al SURESTE de TEPELMEME, OAX",1985-09-15,07:57:53,revisado
1985-09-19,07:17:49,8.1,18.419,-102.468,15.0,"45 km al NOROESTE de LA MIRA, MICH",1985-09-19,13:17:49,revisado
1985-09-19,12:29:26,5.0,17.24,-101.98,33.0,"64 km al SUROESTE de ZIHUATANEJO, GRO",1985-09-19,18:29:26,revisado
1985-09-20,19:37:14,7.6,17.828,-101.681,17.0,"25 km al NOROESTE de ZIHUATANEJO, GRO",1985-09-21,01:37:14,revisado
1985-09-25,01:44:06,5.3,18.01,-102.26,16.0,"3 km al SURESTE de BUENOS AIRES, MICH",1985-09-25,07:44:06,revisado
1985-09-27,21:52:38,5.1,17.04,-101.77,16.0,"71 km al SUROESTE de ZIHUATANEJO, GRO",1985-09-28,03:52:38,revisado
1985-10-12,14:29:24,5.2,13.52,-89.81,75.0,"283 km al SURESTE de CD HIDALGO, CHIS",1985-10-12,20:29:24,revisado
1985-10-29,09:02:25,5.6,17.79,-102.58,16.0,"38 km al SUROESTE de LA MIRA, MICH",1985-10-29,15:02:25,revisado
1986-01-01,16:01:13,5.3,18.73,-108.46,9.0,"397 km al SUROESTE de PUERTO VALLARTA, JAL",1986-01-01,22:01:13,revisado
1986-01-02,08:35:55,5.2,18.49,-101.46,69.0,"61 km al OESTE de HUETAMO, MICH",1986-01-02,14:35:55,revisado
1986-01-04,17:31:14,5.4,19.53,-107.98,9.0,"311 km al SUROESTE de PUERTO VALLARTA, JAL",1986-01-04,23:31:14,revisado
1986-01-29,14:01:20,5.0,17.2,-101.56,33.0,"48 km al SUROESTE de PETATLAN, GRO",1986-01-29,20:01:20,revisado
1986-02-07,15:26:46,5.7,17.4,-102.03,33.0,"58 km al SUROESTE de ZIHUATANEJO, GRO",1986-02-07,21:26:46,revisado
1986-03-03,03:46:38,5.2,15.01,-96.33,33.0,"82 km al SUR de S PEDRO POCHUTLA, OAX",1986-03-03,09:46:38,revisado
1986-03-24,04:34:02,6.5,14.31,-91.66,33.0,"67 km al SURESTE de CD HIDALGO, CHIS",1986-03-24,10:34:02,revisado
1986-03-24,13:43:23,5.7,18.01,-113.44,9.0,"653 km al SUROESTE de CABO SAN LUCAS, BCS",1986-03-24,19:43:23,revisado
1986-04-07,16:43:34,5.8,15.91,-94.5,25.0,"72 km al SURESTE de UNION HIDALGO, OAX",1986-04-07,22:43:34,revisado
1986-04-27,10:14:29,5.1,30.51,-113.89,9.0,"96 km al SUROESTE de PUERTO PEÑASCO, SON",1986-04-27,16:14:29,revisado
1986-04-30,01:07:19,7.0,18.361,-103.045,22.0,"48 km al SUR de COALCOMAN, MICH",1986-04-30,07:07:19,revisado
1986-06-03,14:55:05,5.0,17.74,-105.72,9.0,"206 km al SUROESTE de CIHUATLAN, JAL",1986-06-03,20:55:05,revisado
1986-06-11,15:39:47,5.1,18.24,-100.7,70.0,"14 km al SUR de CD ALTAMIRANO, GRO",1986-06-11,21:39:47,revisado
1986-06-11,17:14:34,5.8,15.14,-93.51,33.0,"69 km al SUROESTE de PIJIJIAPAN, CHIS",1986-06-11,23:14:34,revisado
1986-06-18,22:39:42,5.2,18.05,-101.66,57.0,"46 km al NORTE de ZIHUATANEJO, GRO",1986-06-19,04:39:42,revisado
1986-07-05,16:09:38,5.3,15.64,-92.84,117.0,"23 km al NORTE de MAPASTEPEC, CHIS",1986-07-05,22:09:38,revisado
1986-07-13,03:12:15,6.0,16.08,-94.2,90.0,"36 km al SUROESTE de ARRIAGA , CHIS",1986-07-13,09:12:15,revisado
1986-08-05,11:40:04,5.0,16.61,-93.89,132.0,"20 km al SUROESTE de CINTALAPA, CHIS",1986-08-05,17:40:04,revisado
1986-09-05,08:22:07,5.0,27.95,-111.42,9.0,"51 km al OESTE de H GUAYMAS, SON",1986-09-05,14:22:07,revisado
1986-09-21,09:19:11,5.0,15.81,-98.6,25.0,"83 km al SUROESTE de PINOTEPA NACIONAL, OAX",1986-09-21,15:19:11,revisado
1986-09-25,00:15:47,5.7,22.88,-108.83,5.0,"92 km al ESTE de SAN JOSE DEL CABO, BCS",1986-09-25,06:15:47,revisado
1986-09-30,21:02:29,5.0,15.89,-98.62,15.0,"79 km al SUROESTE de PINOTEPA NACIONAL, OAX",1986-10-01,03:02:29,revisado
1986-10-01,00:30:52,5.0,17.65,-103.59,33.0,"133 km al SUROESTE de COALCOMAN, MICH",1986-10-01,06:30:52,revisado
1986-10-06,12:10:18,5.0,16.17,-93.66,33.0,"14 km al NORESTE de TONALA, CHIS",1986-10-06,18:10:18,revisado
1986-10-07,05:46:13,5.0,13.32,-90.74,33.0,"214 km al SURESTE de CD HIDALGO, CHIS",1986-10-07,11:46:13,revisado
1986-10-10,11:49:23,5.4,13.83,-89.13,5.0,"339 km al SURESTE de CD HIDALGO, CHIS",1986-10-10,17:49:23,revisado
1986-10-21,15:09:35,5.1,13.3,-90.28,33.0,"253 km al SURESTE de CD HIDALGO, CHIS",1986-10-21,21:09:35,revisado
1986-11-03,08:13:28,5.8,13.08,-90.35,33.0,"263 km al SURESTE de CD HIDALGO, CHIS",1986-11-03,14:13:28,revisado
1986-11-03,19:58:08,5.2,17.79,-101.76,15.0,"27 km al NOROESTE de ZIHUATANEJO, GRO",1986-11-04,01:58:08,revisado
1986-11-04,14:38:46,5.5,15.94,-97.66,33.0,"25 km al SUROESTE de RIO GRANDE, OAX",1986-11-04,20:38:46,revisado
1986-11-26,00:53:17,5.0,18.68,-102.43,16.0,"46 km al SUR de APATZINGAN, MICH",1986-11-26,06:53:17,revisado
1987-01-15,02:04:56,5.0,16.97,-94.58,120.0,"50 km al ESTE de MATIAS ROMERO, OAX",1987-01-15,08:04:56,revisado
1987-02-02,13:22:05,5.5,16.37,-98.56,33.0,"38 km al SUROESTE de OMETEPEC, GRO",1987-02-02,19:22:05,revisado
1987-02-06,21:45:13,5.5,32.39,-115.39,5.0,"29 km al NOROESTE de GPE VICTORIA(KM.43), BC",1987-02-07,03:45:13,revisado
1987-04-30,18:54:11,5.0,15.57,-99.09,33.0,"139 km al SUR de SAN MARCOS, GRO",1987-05-01,00:54:11,revisado
1987-07-03,03:52:56,5.2,24.04,-108.79,9.0,"136 km al SUROESTE de NAVOLATO, SIN",1987-07-03,09:52:56,revisado
1987-07-03,09:05:34,5.0,24.03,-108.78,9.0,"136 km al SUROESTE de NAVOLATO, SIN",1987-07-03,15:05:34,revisado
1987-07-05,12:18:42,5.0,15.65,-99.07,33.0,"131 km al SURESTE de SAN MARCOS, GRO",1987-07-05,18:18:42,revisado
1987-07-15,01:16:13,6.0,17.39,-97.26,68.0,"46 km al NORESTE de H TLAXIACO, OAX",1987-07-15,07:16:13,revisado
1987-07-22,02:23:02,5.2,15.53,-93.72,37.0,"57 km al SUROESTE de PIJIJIAPAN, CHIS",1987-07-22,08:23:02,revisado
1987-07-25,18:22:38,5.0,18.73,-101.78,63.0,"46 km al SURESTE de NUEVA ITALIA, MICH",1987-07-26,00:22:38,revisado
1987-08-21,17:00:52,5.3,23.85,-108.77,9.0,"130 km al NORESTE de SAN JOSE DEL CABO, BCS",1987-08-21,23:00:52,revisado
1987-08-25,12:08:23,5.0,18.73,-104.68,33.0,"52 km al SUROESTE de MANZANILLO, COL",1987-08-25,18:08:23,revisado
1987-08-26,03:46:15,5.0,13.4,-91.44,33.0,"161 km al SURESTE de CD HIDALGO, CHIS",1987-08-26,09:46:15,revisado
1987-10-03,20:47:30,5.3,15.95,-93.72,45.0,"16 km al SUR de TONALA, CHIS",1987-10-04,02:47:30,revisado
1987-10-14,13:05:53,5.1,13.18,-89.42,78.0,"338 km al SURESTE de CD HIDALGO, CHIS",1987-10-14,19:05:53,revisado
1987-10-24,22:31:43,5.1,16.86,-101.54,33.0,"80 km al SUROESTE de PETATLAN, GRO",1987-10-25,04:31:43,revisado
1987-11-14,16:16:09,5.5,19.76,-108.96,50.0,"360 km al SURESTE de CABO SAN LUCAS, BCS",1987-11-14,22:16:09,revisado
1987-11-14,16:23:01,5.9,19.68,-108.99,52.0,"368 km al SUR de CABO SAN LUCAS, BCS",1987-11-14,22:23:01,revisado
1987-11-24,07:15:59,6.5,33.083,-115.983,10.0,"63 km al NOROESTE de SANTA ISABEL, BC",1987-11-24,13:15:59,revisado
1988-01-09,21:25:50,5.2,19.76,-109.23,10.0,"353 km al SUR de CABO SAN LUCAS, BCS",1988-01-10,03:25:50,revisado
1988-01-19,10:00:27,5.3,18.7,-103.37,45.0,"24 km al SUROESTE de COALCOMAN, MICH",1988-01-19,16:00:27,revisado
1988-01-25,07:17:51,5.1,31.74,-115.84,5.0,"69 km al ESTE de RODOLFO SANCHEZ T(MRO), BC",1988-01-25,13:17:51,revisado
1988-01-29,15:05:52,5.0,13.2,-93.18,25.0,"198 km al SUROESTE de CD HIDALGO, CHIS",1988-01-29,21:05:52,revisado
1988-02-08,07:51:31,5.5,17.4,-101.22,10.0,"16 km al SURESTE de PETATLAN, GRO",1988-02-08,13:51:31,revisado
1988-02-11,23:23:56,5.4,30.1,-113.9,10.0,"136 km al SURESTE de SAN FELIPE, BC",1988-02-12,05:23:56,revisado
1988-02-11,23:50:46,5.1,29.86,-114.09,10.0,"148 km al SURESTE de SAN FELIPE, BC",1988-02-12,05:50:46,revisado
1988-03-22,18:31:39,5.1,19.36,-105.77,10.0,"128 km al OESTE de CIHUATLAN, JAL",1988-03-23,00:31:39,revisado
1988-03-31,01:34:29,5.1,17.97,-97.92,73.0,"24 km al NOROESTE de H HUAJUAPAN DE LEON, OAX",1988-03-31,07:34:29,revisado
1988-04-15,02:52:09,5.2,16.81,-94.6,86.0,"44 km al NORESTE de UNION HIDALGO, OAX",1988-04-15,08:52:09,revisado
1988-04-25,19:42:55,5.4,22.91,-108.02,10.0,"160 km al SUROESTE de LA CRUZ, SIN",1988-04-26,01:42:55,revisado
1988-05-08,23:41:15,5.1,16.03,-98.13,10.0,"35 km al SUR de PINOTEPA NACIONAL, OAX",1988-05-09,05:41:15,revisado
1988-06-08,15:18:01,5.1,16.13,-98.92,21.0,"82 km al SUROESTE de OMETEPEC, GRO",1988-06-08,21:18:01,revisado
1988-06-08,21:23:55,5.0,15.31,-90.97,16.0,"131 km al SURESTE de FRONTERA COMALAPA, CHIS",1988-06-09,03:23:55,revisado
1988-06-18,16:49:44,6.6,26.813,-110.988,12.0,"95 km al NORESTE de LORETO, BCS",1988-06-18,22:49:44,revisado
1988-07-20,03:40:00,5.2,13.84,-91.03,5.0,"152 km al SURESTE de CD HIDALGO, CHIS",1988-07-20,09:40:00,revisado
1988-07-22,19:33:39,5.0,13.29,-92.06,22.0,"154 km al SUR de CD HIDALGO, CHIS",1988-07-23,01:33:39,revisado
1988-07-27,14:18:07,5.2,14.16,-93.12,54.0,"119 km al SUROESTE de CD HIDALGO, CHIS",1988-07-27,20:18:07,revisado
1988-07-27,15:27:14,5.4,14.43,-93.15,34.0,"107 km al SUROESTE de HUIXTLA, CHIS",1988-07-27,21:27:14,revisado
1988-08-03,11:30:11,5.9,18.73,-106.62,16.0,"224 km al OESTE de CIHUATLAN, JAL",1988-08-03,17:30:11,revisado
1988-08-03,11:50:43,5.7,18.6,-106.38,20.0,"204 km al SUROESTE de CIHUATLAN, JAL",1988-08-03,17:50:43,revisado
1988-08-03,12:42:39,5.4,18.87,-106.59,15.0,"217 km al OESTE de CIHUATLAN, JAL",1988-08-03,18:42:39,revisado
1988-08-21,05:15:49,5.3,23.38,-108.38,10.0,"140 km al ESTE de SAN JOSE DEL CABO, BCS",1988-08-21,11:15:49,revisado
1988-08-31,10:45:16,5.1,31.81,-115.82,5.0,"72 km al ESTE de RODOLFO SANCHEZ T(MRO), BC",1988-08-31,16:45:16,revisado
1988-09-01,10:52:45,5.0,16.27,-99.62,24.0,"63 km al SUROESTE de SAN MARCOS, GRO",1988-09-01,16:52:45,revisado
1988-09-06,18:54:09,5.0,17.3,-94.8,120.0,"54 km al NORESTE de MATIAS ROMERO, OAX",1988-09-07,00:54:09,revisado
1988-09-10,19:05:34,5.3,14.43,-92.92,35.0,"87 km al SUROESTE de CD HIDALGO, CHIS",1988-09-11,01:05:34,revisado
1988-09-13,13:45:28,5.1,13.23,-91.2,10.0,"190 km al SURESTE de CD HIDALGO, CHIS",1988-09-13,19:45:28,revisado
1988-09-16,02:11:56,5.2,13.92,-91.54,49.0,"107 km al SURESTE de CD HIDALGO, CHIS",1988-09-16,08:11:56,revisado
1988-09-26,14:11:57,5.0,16.77,-101.45,20.0,"87 km al SUR de PETATLAN, GRO",1988-09-26,20:11:57,revisado
1988-10-12,03:27:41,5.1,15.71,-93.2,99.0,"3 km al NORESTE de PIJIJIAPAN, CHIS",1988-10-12,09:27:41,revisado
1988-11-03,08:47:13,6.6,13.913,-90.557,74.0,"192 km al SURESTE de CD HIDALGO, CHIS",1988-11-03,14:47:13,revisado
1988-11-03,09:17:02,5.0,13.67,-90.66,70.0,"196 km al SURESTE de CD HIDALGO, CHIS",1988-11-03,15:17:02,revisado
1988-11-03,10:47:04,5.0,14.56,-90.67,75.0,"160 km al ESTE de CD HIDALGO, CHIS",1988-11-03,16:47:04,revisado
1988-11-03,20:43:11,5.2,13.84,-90.64,68.0,"187 km al SURESTE de CD HIDALGO, CHIS",1988-11-04,02:43:11,revisado
1988-12-09,03:31:01,5.0,14.44,-92.48,33.0,"44 km al SUROESTE de CD HIDALGO, CHIS",1988-12-09,09:31:01,revisado
1988-12-16,03:17:04,5.0,13.93,-90.95,69.0,"154 km al SURESTE de CD HIDALGO, CHIS",1988-12-16,09:17:04,revisado
1989-01-04,09:04:14,5.0,15.61,-97.93,15.0,"69 km al SUROESTE de RIO GRANDE, OAX",1989-01-04,15:04:14,revisado
1989-01-31,11:39:30,5.3,22.34,-106.84,20.0,"108 km al SUROESTE de MAZATLAN, SIN",1989-01-31,17:39:30,revisado
1989-02-10,17:42:42,5.1,21.97,-107.43,32.0,"175 km al SUROESTE de MAZATLAN, SIN",1989-02-10,23:42:42,revisado
1989-03-09,23:19:56,5.3,17.52,-100.9,20.0,"40 km al ESTE de PETATLAN, GRO",1989-03-10,05:19:56,revisado
1989-04-19,02:59:49,5.0,16.04,-98.8,10.0,"83 km al SUROESTE de OMETEPEC, GRO",1989-04-19,08:59:49,revisado
1989-04-19,08:49:00,5.7,17.9,-105.23,20.0,"160 km al SUROESTE de MANZANILLO, COL",1989-04-19,14:49:00,revisado
1989-04-19,09:00:34,5.6,18.05,-105.35,20.0,"155 km al SUROESTE de CIHUATLAN, JAL",1989-04-19,15:00:34,revisado
1989-04-25,08:29:03,6.8,16.795,-99.275,23.0,"12 km al ESTE de SAN MARCOS, GRO",1989-04-25,14:29:03,revisado
1989-04-27,20:34:38,5.5,18.19,-104.4,6.0,"94 km al SUROESTE de CD DE ARMERIA, COL",1989-04-28,02:34:38,revisado
1989-04-28,01:48:41,5.3,14.0,-91.22,11.0,"125 km al SURESTE de CD HIDALGO, CHIS",1989-04-28,07:48:41,revisado
1989-05-02,03:30:18,5.2,16.64,-99.58,20.0,"26 km al SUROESTE de SAN MARCOS, GRO",1989-05-02,09:30:18,revisado
1989-05-09,04:37:49,5.1,18.01,-106.71,5.0,"264 km al SUROESTE de CIHUATLAN, JAL",1989-05-09,10:37:49,revisado
1989-05-25,12:52:15,5.0,13.21,-91.79,20.0,"167 km al SUR de CD HIDALGO, CHIS",1989-05-25,18:52:15,revisado
1989-05-25,15:36:15,5.1,13.42,-92.13,7.0,"139 km al SUR de CD HIDALGO, CHIS",1989-05-25,21:36:15,revisado
1989-05-30,07:50:58,5.2,17.22,-94.83,127.0,"45 km al NORESTE de MATIAS ROMERO, OAX",1989-05-30,13:50:58,revisado
1989-06-18,15:16:49,5.0,15.48,-95.64,15.0,"62 km al SURESTE de CRUCECITA, OAX",1989-06-18,21:16:49,revisado
1989-07-23,13:11:14,5.1,15.19,-93.05,72.0,"33 km al SUROESTE de MAPASTEPEC, CHIS",1989-07-23,19:11:14,revisado
1989-08-12,09:31:50,5.5,18.12,-101.03,15.0,"47 km al SUROESTE de CD ALTAMIRANO, GRO",1989-08-12,15:31:50,revisado
1989-08-13,11:40:56,5.0,21.26,-107.45,20.0,"235 km al SUROESTE de TUXPAN, NAY",1989-08-13,17:40:56,revisado
1989-08-15,23:53:11,5.0,14.62,-93.98,17.0,"144 km al SUROESTE de PIJIJIAPAN, CHIS",1989-08-16,05:53:11,revisado
1989-08-28,22:16:26,6.5,18.016,-105.674,27.0,"179 km al SUROESTE de CIHUATLAN, JAL",1989-08-29,04:16:26,revisado
1989-09-05,00:28:09,5.6,13.92,-93.87,10.0,"198 km al SUROESTE de MAPASTEPEC, CHIS",1989-09-05,06:28:09,revisado
1989-09-16,17:20:56,5.9,16.21,-94.01,93.0,"12 km al OESTE de ARRIAGA , CHIS",1989-09-16,23:20:56,revisado
1989-09-24,12:45:45,5.0,15.99,-96.89,8.0,"24 km al NORESTE de PUERTO ESCONDIDO, OAX",1989-09-24,18:45:45,revisado
1989-10-08,16:32:42,5.0,17.16,-100.14,34.0,"18 km al NOROESTE de COYUCA DE BENITEZ, GRO",1989-10-08,22:32:42,revisado
1989-10-21,19:42:05,5.1,26.27,-110.31,10.0,"91 km al SUROESTE de HUATABAMPO, SON",1989-10-22,01:42:05,revisado
1989-10-21,19:51:39,5.0,25.83,-110.31,10.0,"105 km al ESTE de LORETO, BCS",1989-10-22,01:51:39,revisado
1989-10-21,20:10:57,5.3,26.31,-110.33,10.0,"89 km al SUROESTE de HUATABAMPO, SON",1989-10-22,02:10:57,revisado
1989-10-28,11:01:15,5.0,16.49,-99.92,20.0,"42 km al SUR de ACAPULCO, GRO",1989-10-28,17:01:15,revisado
1989-11-09,02:36:41,5.1,16.74,-99.66,10.0,"29 km al SURESTE de ACAPULCO, GRO",1989-11-09,08:36:41,revisado
1989-11-26,13:00:59,5.1,25.89,-110.17,10.0,"100 km al OESTE de AHOME, SIN",1989-11-26,19:00:59,revisado
1989-11-29,22:32:38,5.1,14.86,-92.83,31.0,"50 km al SUROESTE de HUIXTLA, CHIS",1989-11-30,04:32:38,revisado
1989-12-06,05:29:49,5.2,15.63,-92.68,74.0,"31 km al NORESTE de MAPASTEPEC, CHIS",1989-12-06,11:29:49,revisado
1989-12-07,20:25:55,5.4,19.21,-104.99,10.0,"45 km al OESTE de CIHUATLAN, JAL",1989-12-08,02:25:55,revisado
1990-01-05,12:26:56,5.8,18.71,-107.03,10.0,"266 km al OESTE de CIHUATLAN, JAL",1990-01-05,18:26:56,revisado
1990-01-12,20:07:27,5.2,16.7,-99.65,10.0,"29 km al SUROESTE de SAN MARCOS, GRO",1990-01-13,02:07:27,revisado
1990-01-13,14:05:10,5.1,27.58,-115.1,10.0,"111 km al SUROESTE de GUERRERO NEGRO, BCS",1990-01-13,20:05:10,revisado
1990-01-28,20:41:26,5.4,18.22,-102.59,58.0,"34 km al NOROESTE de LA MIRA, MICH",1990-01-29,02:41:26,revisado
1990-02-10,04:35:56,5.3,15.33,-104.65,15.0,"388 km al SUROESTE de LA MIRA, MICH",1990-02-10,10:35:56,revisado
1990-02-16,19:24:21,5.1,15.23,-98.07,9.0,"110 km al SUROESTE de RIO GRANDE, OAX",1990-02-17,01:24:21,revisado
1990-02-16,19:38:00,5.2,15.39,-98.17,16.0,"105 km al SUROESTE de RIO GRANDE, OAX",1990-02-17,01:38:00,revisado
1990-03-03,02:41:43,5.4,16.01,-94.52,87.0,"61 km al SURESTE de UNION HIDALGO, OAX",1990-03-03,08:41:43,revisado
1990-03-16,09:52:44,6.1,24.93,-109.1,20.0,"94 km al SUROESTE de G LEYVA SOLANO (BENITO JUAREZ), SIN",1990-03-16,15:52:44,revisado
1990-03-22,12:23:35,5.0,15.45,-98.13,17.0,"97 km al SUROESTE de RIO GRANDE, OAX",1990-03-22,18:23:35,revisado
1990-03-23,07:50:43,5.0,15.95,-96.63,60.0,"29 km al NOROESTE de S PEDRO POCHUTLA, OAX",1990-03-23,13:50:43,revisado
1990-03-23,08:07:07,5.2,15.45,-96.47,7.0,"33 km al SUR de S PEDRO POCHUTLA, OAX",1990-03-23,14:07:07,revisado
1990-04-04,11:08:14,5.0,16.14,-99.74,17.0,"81 km al SUROESTE de SAN MARCOS, GRO",1990-04-04,17:08:14,revisado
1990-04-26,12:54:19,5.1,13.46,-91.61,8.0,"147 km al SURESTE de CD HIDALGO, CHIS",1990-04-26,18:54:19,revisado
1990-05-01,05:44:37,5.3,13.92,-92.02,30.0,"85 km al SUR de CD HIDALGO, CHIS",1990-05-01,11:44:37,revisado
1990-05-11,17:43:52,5.3,17.14,-100.8,15.0,"20 km al SUROESTE de TECPAN, GRO",1990-05-11,23:43:52,revisado
1990-05-19,07:37:37,5.1,17.19,-101.42,20.0,"41 km al SUROESTE de PETATLAN, GRO",1990-05-19,13:37:37,revisado
1990-05-31,01:35:30,5.8,17.14,-100.86,27.0,"26 km al SUROESTE de TECPAN, GRO",1990-05-31,07:35:30,revisado
1990-07-31,03:55:28,5.0,14.91,-92.06,51.0,"14 km al SURESTE de CACAHOATAN, CHIS",1990-07-31,09:55:28,revisado
1990-08-10,05:23:33,5.1,15.69,-94.24,25.0,"68 km al SUROESTE de TONALA, CHIS",1990-08-10,11:23:33,revisado
1990-10-24,21:24:08,5.0,23.82,-108.83,10.0,"123 km al NORESTE de SAN JOSE DEL CABO, BCS",1990-10-25,03:24:08,revisado
1990-10-28,20:21:30,5.0,18.71,-102.09,18.0,"35 km al SUR de NUEVA ITALIA, MICH",1990-10-29,02:21:30,revisado
1990-11-05,11:20:54,5.0,15.77,-93.3,110.0,"13 km al NOROESTE de PIJIJIAPAN, CHIS",1990-11-05,17:20:54,revisado
1990-12-30,15:30:32,5.9,18.95,-107.02,34.0,"260 km al OESTE de CIHUATLAN, JAL",1990-12-30,21:30:32,revisado
1990-12-31,18:06:36,6.2,18.54,-105.77,10.0,"149 km al SUROESTE de CIHUATLAN, JAL",1991-01-01,00:06:36,revisado
1990-12-31,21:19:36,5.5,18.14,-105.95,12.0,"190 km al SUROESTE de CIHUATLAN, JAL",1991-01-01,03:19:36,revisado
1991-01-14,15:11:07,5.2,17.86,-101.88,27.0,"36 km al SURESTE de CD LAZARO CARDENAS, MICH",1991-01-14,21:11:07,revisado
1991-01-17,11:22:52,5.2,23.69,-108.87,10.0,"110 km al NORESTE de SAN JOSE DEL CABO, BCS",1991-01-17,17:22:52,revisado
1991-02-04,10:12:03,5.0,15.55,-93.61,49.0,"46 km al SUROESTE de PIJIJIAPAN, CHIS",1991-02-04,16:12:03,revisado
1991-02-14,10:37:22,5.5,29.72,-113.82,10.0,"175 km al SURESTE de SAN FELIPE, BC",1991-02-14,16:37:22,revisado
1991-02-17,23:56:02,5.1,15.34,-92.76,69.0,"18 km al SURESTE de MAPASTEPEC, CHIS",1991-02-18,05:56:02,revisado
